,id,release_date,movie,production_budget,domestic_gross,genres,tconst,runtime
305,6,2002-05-16,Star Wars Ep. II: Attack of the Clones,115000000,310676740,,,
306,7,2001-11-02,"Monsters, Inc.",115000000,289423425,,,
307,8,2013-07-26,The Wolverine,115000000,132556852,"Action,Adventure,Sci-Fi",tt1430132,126.0
308,9,1997-02-07,Dante's Peak,115000000,67163857,,,
309,10,2016-04-22,The Huntsman: Winterâs War,115000000,48003015,,,
310,11,2002-06-14,Windtalkers,115000000,40914068,,,
311,12,2008-07-04,AstÃ©rix aux Jeux Olympiques,113500000,999811,,,
312,13,2010-12-25,Gulliver's Travels,112000000,42779261,"Adventure,Comedy,Family",tt1320261,85.0
313,14,2017-12-15,Ferdinand,111000000,84410380,"Adventure,Animation,Comedy",tt3411444,108.0
314,15,2018-05-18,Deadpool 2,110000000,324591735,"Action,Adventure,Comedy",tt5463162,119.0
315,16,2013-10-04,Gravity,110000000,274092705,"Drama,Sci-Fi,Thriller",tt1454468,91.0
316,17,2006-12-22,Night at the Museum,110000000,250863268,,,
317,18,2005-06-10,Mr. and Mrs. Smith,110000000,186336279,,,
318,19,2015-05-29,San Andreas,110000000,155190832,"Action,Adventure,Drama",tt2126355,114.0
319,20,2011-07-29,The Smurfs,110000000,142614158,"Adventure,Animation,Comedy",tt0472181,103.0
320,21,2007-06-27,Live Free or Die Hard,110000000,134529403,,,
321,22,2015-03-20,The Divergent Series: Insurgent,110000000,130179072,,,
322,23,2004-12-10,Ocean's Twelve,110000000,125531634,,,
323,24,1997-12-19,Tomorrow Never Dies,110000000,125304276,,,
324,25,2000-06-28,The Patriot,110000000,113330342,Documentary,tt7155152,72.0
325,26,2014-03-07,300: Rise of an Empire,110000000,106580051,"Action,Fantasy,War",tt1253863,102.0
326,27,2004-12-17,The Aviator,110000000,102608827,,,
327,28,2016-12-21,Passengers,110000000,100014699,"Drama,Romance,Sci-Fi",tt1355644,116.0
328,29,2011-01-14,The Green Hornet,110000000,98780042,"Action,Comedy,Crime",tt0990407,119.0
329,30,2016-09-30,Miss Peregrineâs Home for Peculiar Children,110000000,87242834,,,
330,31,2011-10-07,Real Steel,110000000,85463309,"Action,Drama,Family",tt0433035,127.0
331,32,2010-06-11,The A-Team,110000000,77222099,"Action,Adventure,Thriller",tt0429493,117.0
332,33,2013-07-31,The Smurfs 2,110000000,71017784,"Adventure,Animation,Comedy",tt2017020,105.0
333,34,2016-03-18,The Divergent Series: Allegiant,110000000,66184051,,,
334,35,2009-06-12,The Taking of Pelham 123,110000000,65452312,,,
335,36,2013-11-01,Ender's Game,110000000,61737191,"Action,Adventure,Fantasy",tt1731141,114.0
336,37,2004-04-02,Home on the Range,110000000,50026353,,,
337,38,1997-06-13,Speed 2: Cruise Control,110000000,48097081,,,
338,39,2005-05-06,Kingdom of Heaven,110000000,47398413,,,
339,40,2017-03-31,Ghost in the Shell,110000000,40563557,"Action,Drama,Sci-Fi",tt1219827,107.0
340,41,2004-06-16,Around the World in 80 Days,110000000,24004159,,,
341,42,2019-06-14,Men in Black: International,110000000,3100000,"Action,Adventure,Comedy",tt2283336,115.0
342,43,2001-12-19,The Lord of the Rings: The Fellowship of the Ring,109000000,315544750,,,
343,44,2003-11-21,The Cat in the Hat,109000000,101018283,,,
344,45,2001-12-25,Ali,109000000,58183966,Drama,tt2006051,88.0
345,46,2015-10-02,The Martian,108000000,228433663,"Adventure,Drama,Sci-Fi",tt3659388,144.0
346,47,2016-11-23,Allied,106000000,40098064,"Action,Drama,Romance",tt3640424,124.0
347,48,2004-07-16,"I, Robot",105000000,144801023,,,
348,49,1999-12-17,Stuart Little,105000000,140015224,,,
349,50,2009-11-25,The Princess and the Frog,105000000,104400899,,,
350,51,2008-03-07,"10,000 B.C.",105000000,94784201,,,
351,52,2016-07-22,Ice Age: Collision Course,105000000,64063008,"Adventure,Animation,Comedy",tt3416828,94.0
352,53,2001-04-27,Town & Country,105000000,6712451,,,
353,54,2017-09-22,Kingsman: The Golden Circle,104000000,100234838,"Action,Adventure,Comedy",tt4649466,141.0
354,55,2000-06-09,Gone in 60 Seconds,103300000,101643008,,,
355,56,2000-05-05,Gladiator,103000000,187683805,"Documentary,Thriller",tt3768506,9.0
356,57,2013-05-23,The Hangover 3,103000000,112200072,,,
357,58,2018-03-09,A Wrinkle in Time,103000000,100478608,"Adventure,Family,Fantasy",tt1620680,109.0
358,59,2009-07-01,Public Enemies,102500000,97104620,,,
359,60,2006-11-17,Casino Royale,102000000,167365000,,,
360,61,2002-06-21,Minority Report,102000000,132024714,,,
361,62,2018-12-21,Bumblebee,102000000,127195589,"Action,Adventure,Sci-Fi",tt4701182,114.0
362,63,2012-10-26,Cloud Atlas,102000000,27108272,"Action,Drama,Mystery",tt1371111,172.0
363,64,2002-11-15,Harry Potter and the Chamber of Secrets,100000000,262233381,,,
364,65,1991-07-02,Terminator 2: Judgment Day,100000000,203464105,,,
365,66,1995-06-16,Batman Forever,100000000,184031112,,,
366,67,2001-07-27,Planet of the Apes,100000000,180011740,,,
367,68,2004-11-19,National Treasure,100000000,173005002,,,
368,69,2012-12-25,Django Unchained,100000000,162805434,"Drama,Western",tt1853728,165.0
369,70,2010-12-22,Little Fockers,100000000,148438600,"Comedy,Romance",tt0970866,98.0
370,71,1994-07-15,True Lies,100000000,146282411,,,
371,72,2007-11-02,American Gangster,100000000,130164645,,,
372,73,2009-09-18,Cloudy with a Chance of Meatballs,100000000,124870275,,,
373,74,2010-08-06,The Other Guys,100000000,119219978,"Action,Comedy,Crime",tt1386588,107.0
374,75,2004-12-17,Lemony Snicket's A Series of Unfortunate Events,100000000,118627117,,,
375,76,2013-12-25,The Wolf of Wall Street,100000000,116900694,"Biography,Crime,Drama",tt0993846,180.0
376,77,2013-05-24,Epic,100000000,107518682,"Adventure,Animation,Family",tt0848537,102.0
377,78,1996-06-21,Eraser,100000000,101295562,,,
378,79,1996-06-21,The Hunchback of Notre Dame,100000000,100138851,,,
379,80,2000-12-15,The Emperor's New Groove,100000000,89296573,,,
380,81,2012-08-17,The Expendables 2,100000000,85028192,"Action,Adventure,Thriller",tt1764651,103.0
381,82,2009-10-16,Where the Wild Things Are,100000000,77233467,,,
382,83,2006-12-15,Eragon,100000000,75030163,,,
383,84,2014-07-25,Hercules,100000000,72688614,"Action,Adventure,Fantasy",tt1267297,98.0
384,85,2010-12-10,The Tourist,100000000,67631157,"Action,Adventure,Thriller",tt1243957,103.0
385,86,1999-11-24,End of Days,100000000,66889043,"Comedy,Documentary,Drama",tt6498340,72.0
386,87,2004-06-11,The Stepford Wives,100000000,59475623,,,
387,88,2007-06-08,Surf's Up,100000000,58867694,,,
388,89,2006-12-08,Blood Diamond,100000000,57377916,,,
389,90,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313,"Action,Adventure,Animation",tt1219342,97.0
390,91,1997-11-07,Starship Troopers,100000000,54768952,,,
391,92,2009-06-05,Land of the Lost,100000000,49438370,,,
392,93,2003-12-25,Peter Pan,100000000,48417850,,,
393,94,2019-03-15,Wonder Park,100000000,45216793,"Adventure,Animation,Comedy",tt6428676,85.0
394,95,2004-07-23,Catwoman,100000000,40202379,,,
395,96,2014-08-15,The Expendables 3,100000000,39322544,"Action,Adventure,Thriller",tt2333784,126.0
396,97,2002-11-27,Treasure Planet,100000000,38120554,,,
397,98,2010-03-12,Green Zone,100000000,35497337,"Action,Drama,Thriller",tt0947810,115.0
398,99,2017-10-20,Geostorm,100000000,33700160,"Action,Sci-Fi,Thriller",tt1981128,109.0
399,100,2015-12-25,Point Break,100000000,28782481,"Action,Crime,Sport",tt2058673,114.0
400,1,2015-12-11,In the Heart of the Sea,100000000,25020758,"Action,Adventure,Biography",tt1390411,122.0
401,2,2014-04-18,Transcendence,100000000,23022309,Drama,tt2202408,98.0
402,3,2005-02-18,Son of the Mask,100000000,17018422,,,
403,4,2018-12-14,Mortal Engines,100000000,15951040,"Action,Adventure,Fantasy",tt1571234,128.0
404,5,2002-08-16,The Adventures of Pluto Nash,100000000,4411102,,,
405,6,2012-01-20,Jin lÃ­ng shÃ­ san chai,100000000,311434,,,
406,7,2015-11-06,The Peanuts Movie,99000000,130178411,"Adventure,Animation,Comedy",tt2452042,88.0
407,8,2019-02-08,The LEGO Movie 2: The Second Part,99000000,105806508,,,
408,9,2018-11-21,Robin Hood,99000000,30824628,"Action,Adventure,Drama",tt0955308,140.0
409,10,2001-05-04,The Mummy Returns,98000000,202007640,,,
410,11,2002-12-20,Gangs of New York,97000000,77730500,,,
411,12,2017-05-19,Alien: Covenant,97000000,74262031,"Horror,Sci-Fi,Thriller",tt2316204,122.0
412,13,2015-03-13,Cinderella,95000000,201151353,Musical,tt10013634,150.0
413,14,2012-07-13,Ice Age: Continental Drift,95000000,161321843,"Adventure,Animation,Comedy",tt1667889,88.0
414,15,2001-12-28,Black Hawk Down,95000000,108638745,Documentary,tt4330758,57.0
415,16,2010-05-27,Sex and the City 2,95000000,95347692,"Comedy,Drama,Romance",tt1261945,146.0
416,17,2010-02-12,Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,"Adventure,Family,Fantasy",tt0814255,118.0
417,18,2012-08-10,The Campaign,95000000,86907746,Comedy,tt1790886,85.0
418,19,2010-11-12,Unstoppable,95000000,81562942,"Action,Thriller",tt0477080,98.0
419,20,1997-05-09,The Fifth Element,95000000,63570862,,,
420,21,2000-03-31,The Road to El Dorado,95000000,50802661,,,
421,22,2009-12-11,The Lovely Bones,95000000,44114232,,,
422,23,2016-08-19,Ben-Hur,95000000,26410477,"Action,Adventure,Drama",tt2638144,123.0
423,24,2015-02-06,Seventh Son,95000000,17725785,"Action,Adventure,Fantasy",tt1121096,102.0
424,25,2003-05-30,Finding Nemo,94000000,380529370,,,
425,26,2003-12-17,The Lord of the Rings: The Return of the King,94000000,377845905,,,
426,27,2002-12-18,The Lord of the Rings: The Two Towers,94000000,342548984,,,
427,28,2001-06-15,Lara Croft: Tomb Raider,94000000,131144183,,,
428,29,2015-02-13,Kingsman: The Secret Service,94000000,128261724,"Action,Adventure,Comedy",tt2802144,129.0
429,30,2001-07-18,Jurassic Park III,93000000,181166115,,,
430,31,2011-08-05,Rise of the Planet of the Apes,93000000,176760185,"Action,Drama,Sci-Fi",tt1318514,105.0
431,32,2008-02-14,The Spiderwick Chronicles,92500000,71195053,,,
432,33,2004-11-05,The Incredibles,92000000,261441092,,,
433,34,2013-02-14,A Good Day to Die Hard,92000000,67349198,"Action,Thriller",tt1606378,98.0
434,35,2004-04-09,The Alamo,92000000,22406362,,,
435,36,1995-12-22,Cutthroat Island,92000000,10017322,,,
436,37,2013-12-25,The Secret Life of Walter Mitty,91000000,58236838,"Adventure,Comedy,Drama",tt0359950,114.0
437,38,2017-12-20,Jumanji: Welcome to the Jungle,90000000,404508916,"Action,Adventure,Comedy",tt2283362,119.0
438,39,1997-07-01,Men in Black,90000000,250690539,,,
439,40,1999-11-19,Toy Story 2,90000000,245852179,,,
440,41,2001-08-03,Rush Hour 2,90000000,226164286,,,
441,42,2009-12-25,Sherlock Holmes,90000000,209028679,Adventure,tt2304901,77.0
442,43,2009-07-01,Ice Age: Dawn of the Dinosaurs,90000000,196573705,,,
443,44,2018-12-14,Spider-Man: Into The Spider-Verse 3D,90000000,190173195,,,
444,45,2000-07-21,What Lies Beneath,90000000,155464351,"Drama,Mystery,Thriller",tt9111170,
445,46,2011-04-15,Rio,90000000,143619809,"Adventure,Animation,Comedy",tt1436562,96.0
446,47,2006-10-06,The Departed,90000000,132384315,,,
447,48,2000-11-03,Charlie's Angels,90000000,125305545,"Action,Adventure,Comedy",tt5033998,
448,49,1998-06-19,Mulan,90000000,120620254,"Adventure,Drama,Family",tt4566758,
449,50,2008-08-13,Tropic Thunder,90000000,110515313,,,
450,51,2011-12-20,The Girl with the Dragon Tattoo,90000000,102515793,"Crime,Drama,Mystery",tt1568346,158.0
451,52,1997-07-11,Contact,90000000,100920329,"Documentary,History",tt1564021,79.0
452,53,2008-06-06,You Don't Mess With the Zohan,90000000,100018837,,,
453,54,1995-05-19,Die Hard: With a Vengeance,90000000,100012499,,,
454,55,2016-09-23,The Magnificent Seven,90000000,93432655,"Action,Adventure,Western",tt2404435,132.0
455,56,2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000,85886987,"Adventure,Animation,Comedy",tt2974918,92.0
456,57,2001-06-08,Atlantis: The Lost Empire,90000000,84052762,,,
457,58,2008-12-25,Valkyrie,90000000,83107829,,,
458,59,2015-07-24,Pixels,90000000,78765986,"Action,Comedy",tt1664775,100.0
459,60,2001-06-29,Artificial Intelligence: AI,90000000,78616689,,,
460,61,2003-11-26,The Haunted Mansion,90000000,75817994,,,
461,62,2000-08-04,Hollow Man,90000000,73209340,,,
462,63,2005-04-22,The Interpreter,90000000,72708161,"Comedy,Drama",tt7368554,113.0
463,64,2013-08-07,Percy Jackson: Sea of Monsters,90000000,68559554,"Adventure,Family,Fantasy",tt1854564,106.0
464,65,2003-07-25,Lara Croft: Tomb Raider: The Cradle of Life,90000000,65653758,,,
465,66,2016-06-10,Now You See Me 2,90000000,65075540,"Action,Adventure,Comedy",tt3110958,129.0
466,67,2001-11-21,Spy Game,90000000,62362560,,,
467,68,1997-04-04,The Saint,90000000,61363304,Drama,tt5846676,96.0
468,69,2000-03-10,Mission to Mars,90000000,60874615,,,
469,70,2018-03-16,Tomb Raider,90000000,58250803,"Action,Adventure,Fantasy",tt1365519,119.0
470,71,1999-12-17,Bicentennial Man,90000000,58220776,,,
471,72,2004-07-07,King Arthur,90000000,51877963,,,
472,73,1997-04-25,Volcano,90000000,47546796,Drama,tt1695831,99.0
473,74,1997-03-26,The Devil's Own,90000000,42885593,,,
474,75,2002-07-19,K-19: The Widowmaker,90000000,35168966,,,
475,76,2011-08-19,Conan the Barbarian,90000000,21295021,"Action,Adventure,Fantasy",tt0816462,113.0
476,77,2011-10-21,The Three Musketeers,90000000,20377913,"Action,Adventure,Romance",tt1509767,110.0
477,78,2017-04-21,The Promise,90000000,8224288,Drama,tt10013288,
478,79,2010-11-24,The Nutcracker in 3D,90000000,195459,"Action,Family,Fantasy",tt1041804,110.0
479,80,2017-12-13,Bright,90000000,0,"Action,Crime,Fantasy",tt5519340,117.0
480,81,2019-12-31,Army of the Dead,90000000,0,,,
481,82,1996-05-10,Twister,88000000,241688385,,,
482,83,2005-06-03,Cinderella Man,88000000,61649911,,,
483,84,2018-09-14,The Predator,88000000,51024708,"Action,Adventure,Sci-Fi",tt3829266,107.0
484,85,2005-07-08,Fantastic Four,87500000,154696080,"Action,Adventure,Drama",tt1502712,100.0
485,86,2001-02-09,Hannibal,87000000,165092266,,,
486,87,2003-07-25,Seabiscuit,86000000,120277854,,,
487,88,2000-12-22,Cast Away,85000000,233632142,"Adventure,Drama",tt6473952,90.0
488,89,2006-11-17,Happy Feet,85000000,198000317,,,
489,90,2001-12-07,Ocean's Eleven,85000000,183417150,,,
490,91,2004-07-23,The Bourne Supremacy,85000000,176087450,,,
491,92,1997-07-25,Air Force One,85000000,172956409,,,
492,93,2009-04-03,Fast & Furious,85000000,155064265,,,
493,94,2008-03-14,Horton Hears a Who,85000000,154529439,,,
494,95,2014-03-21,Divergent,85000000,150947895,"Action,Adventure,Mystery",tt1840309,139.0
495,96,2012-09-28,Hotel Transylvania,85000000,148313048,"Animation,Comedy,Family",tt0837562,91.0
496,97,2019-04-05,Shazam!,85000000,139606856,"Action,Adventure,Comedy",tt0448115,132.0
497,98,2007-11-21,Enchanted,85000000,127706877,,,
498,99,2012-02-10,Safe House,85000000,126181630,Action,tt10467112,
499,100,2007-07-20,I Now Pronounce You Chuck and Larry,85000000,119725280,,,
500,1,2007-06-08,Ocean's Thirteen,85000000,117144465,,,
501,2,2009-12-25,Itâs Complicated,85000000,112735375,,,
502,3,1998-11-20,Enemy of the State,85000000,111549836,,,
503,4,2006-09-29,Open Season,85000000,85105259,,,
504,5,2011-11-04,Tower Heist,85000000,78046570,"Action,Comedy,Crime",tt0471042,104.0
505,6,2000-11-22,102 Dalmatians,85000000,66941559,,,
506,7,2012-03-30,Mirror Mirror,85000000,64935167,"Adventure,Comedy,Drama",tt1667353,106.0
507,8,2006-12-08,The Holiday,85000000,63280000,Drama,tt1677036,97.0
508,9,2006-06-16,The Fast and the Furious: Tokyo Drift,85000000,62615510,,,
509,10,2005-12-09,Memoirs of a Geisha,85000000,57010853,,,
510,11,2001-03-16,Enemy at the Gates,85000000,51396781,,,
511,12,1993-06-18,Last Action Hero,85000000,50016394,,,
512,13,2003-09-26,The Rundown,85000000,47641743,Action,tt2963656,
513,14,2011-11-23,Arthur Christmas,85000000,46462469,"Adventure,Animation,Comedy",tt1430607,97.0
514,15,2017-01-20,xXx: Return of Xander Cage,85000000,44898413,"Action,Adventure,Thriller",tt1293847,107.0
515,16,1998-11-13,Meet Joe Black,85000000,44650003,,,
516,17,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,"Action,Comedy,Family",tt1287468,82.0
517,18,2002-02-08,Collateral Damage,85000000,40048332,,,
518,19,2002-03-15,Showtime,85000000,37948765,"Drama,Fantasy,Musical",tt1720297,100.0
519,20,1995-06-30,Judge Dredd,85000000,34687912,,,
520,21,2007-03-02,Zodiac,85000000,33080084,,,
521,22,2010-08-13,Scott Pilgrim vs. The World,85000000,31611316,,,
522,23,2003-03-28,The Core,85000000,31111260,,,
523,24,1997-05-09,Father's Day,85000000,28681080,Action,tt10313204,
524,25,2017-12-20,The Greatest Showman,84000000,174340174,"Biography,Drama,Musical",tt1485796,105.0
525,26,2002-06-14,Scooby-Doo,84000000,153294164,,,
526,27,2000-07-28,Nutty Professor II: The Klumps,84000000,123307945,,,
527,28,2013-07-19,RED 2,84000000,53262560,"Action,Comedy,Crime",tt1821694,116.0
528,29,2006-06-23,Click,82500000,137355633,"Drama,Horror,Mystery",tt1596723,127.0
529,30,2006-12-15,Charlotte's Web,82500000,82985708,,,
530,31,2008-02-14,Jumper,82500000,80172128,"Biography,Documentary,Drama",tt2923554,5.0
531,32,2008-07-11,Hellboy II: The Golden Army,82500000,75986503,,,
532,33,2005-05-27,The Longest Yard,82000000,158119460,,,
533,34,2010-08-13,The Expendables,82000000,103068524,"Action,Adventure,Thriller",tt1320253,103.0
534,35,2000-11-17,The 6th Day,82000000,34543701,,,
535,36,2020-02-21,Call of the Wild,82000000,0,"Adventure,Animation,Family",tt7504726,
536,37,2003-05-23,Bruce Almighty,81000000,242704995,,,
537,38,2012-03-23,The Hunger Games,80000000,408010692,"Action,Adventure,Sci-Fi",tt1392170,142.0
538,39,2011-05-26,The Hangover Part II,80000000,254464305,"Comedy,Mystery",tt1411697,102.0
539,40,1996-05-21,Mission: Impossible,80000000,180981886,,,
540,41,2017-02-10,The Lego Batman Movie,80000000,175750384,"Action,Animation,Comedy",tt4116284,104.0
541,42,2015-09-25,Hotel Transylvania 2,80000000,169700110,"Animation,Comedy,Family",tt2510894,89.0
542,43,1992-06-18,Batman Returns,80000000,162833635,,,
543,44,1999-05-07,The Mummy,80000000,155385488,"Action,Adventure,Fantasy",tt2345759,110.0
544,45,2006-05-19,Over the Hedge,80000000,155019340,,,
545,46,2002-06-21,Lilo & Stitch,80000000,145771527,,,
546,47,1998-05-08,Deep Impact,80000000,140464664,,,
547,48,2013-07-12,Grown Ups 2,80000000,133668525,Comedy,tt2191701,101.0
548,49,2011-12-16,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,"Adventure,Animation,Comedy",tt1615918,87.0
549,50,2008-06-20,Get Smart,80000000,130319208,,,
550,51,2005-03-11,Robots,80000000,128200012,,,
551,52,2010-02-19,Shutter Island,80000000,128012934,"Mystery,Thriller",tt1130884,138.0
552,53,2003-12-12,Something's Gotta Give,80000000,124685242,,,
553,54,2008-11-26,Four Christmases,80000000,120146040,,,
554,55,1997-06-27,Face/Off,80000000,112276146,,,
555,56,2008-12-25,Bedtime Stories,80000000,110101975,,,
556,57,2002-07-12,Road to Perdition,80000000,104054514,,,
557,58,2011-02-11,Just Go With It,80000000,103028109,,,
558,59,2003-02-14,Daredevil,80000000,102543518,,,
559,60,2008-09-26,Eagle Eye,80000000,101440743,,,
560,61,1997-06-06,Con Air,80000000,101117573,,,
561,62,2010-12-17,Yogi Bear,80000000,100246011,"Adventure,Animation,Comedy",tt1302067,80.0
